TP9,AF7,AF8,TP10
446.289,-432.617,-486.328,-489.746
-991.211,718.75,645.02,646.484
-974.609,-877.93,-943.848,-946.777
518.555,-910.645,-875.977,881.836
-324.219,552.734,560.547,445.801
-900.879,-382.324,-172.363,-452.148
-1000.0,-871.094,-830.078,-881.348
-933.105,980.957,979.004,-990.723
738.77,-812.988,-824.707,-825.684
-58.594,646.973,646.484,748.047
-720.703,131.836,126.953,258.789
-1000.0,-839.844,-852.051,-806.641
-1000.0,-1000.0,-1000.0,-1000.0
-756.348,-1000.0,-1000.0,-1000.0
-277.832,-567.383,-663.086,-618.652
785.156,58.105,-21.484,-84.473
-885.254,887.207,828.125,868.652
827.148,-798.34,-816.895,-811.035
138.672,763.672,854.492,833.496
-622.559,330.078,331.543,396.484
-1000.0,-807.129,-801.758,-733.398
-1000.0,-1000.0,-1000.0,-1000.0
-870.117,-1000.0,-1000.0,-1000.0
-419.922,-655.273,-752.441,-672.852
652.344,-263.184,-438.965,-299.316
-920.898,830.566,751.953,800.781
917.48,-825.195,-860.84,-834.473
386.719,916.992,-972.656,907.227
-463.867,440.43,484.863,418.457
-952.148,-694.824,-481.934,-696.289
-1000.0,-1000.0,-1000.0,-985.84
-990.723,-1000.0,-1000.0,-1000.0
-562.012,-824.219,-786.621,-856.934
369.141,-456.543,-480.957,-482.422
997.07,703.125,644.531,667.48
-992.188,-885.254,-941.895,-913.086
581.055,-913.086,-875.0,-923.34
-251.953,520.996,533.203,517.578
-870.605,-403.32,-183.594,-367.188
-1000.0,-859.863,-825.195,-894.043
862.793,-774.902,-784.668,-790.527
98.633,935.547,930.176,939.941
-620.605,-128.418,-108.887,30.762
-1000.0,-530.762,-578.613,-496.582
-1000.0,-1000.0,-1000.0,-1000.0
-990.234,-1000.0,-1000.0,-1000.0
-201.66,-914.551,-976.562,-920.41
400.391,119.141,-30.762,54.688
-871.094,629.883,450.195,503.906
-939.941,-785.156,-817.383,-786.133
258.789,-940.43,-948.242,-937.988
-411.133,125.0,351.562,134.766
-927.246,-328.125,-261.719,-295.898
-1000.0,-1000.0,-1000.0,-1000.0
-1000.0,-1000.0,-1000.0,-1000.0
-438.965,-1000.0,-994.629,-988.77
242.676,-68.359,-74.707,-30.762
-971.191,382.324,318.848,399.414
-1000.0,-900.879,-737.793,-880.371
-1000.0,-1000.0,-1000.0,-1000.0
-771.973,-1000.0,-1000.0,-1000.0
62.012,-628.418,-658.203,-688.965
701.66,139.16,127.441,142.09
-829.102,942.871,998.047,891.113
778.32,-777.832,-784.668,-789.062
62.5,922.852,934.082,898.926
-609.863,-112.793,-33.691,-135.254
-1000.0,-535.645,-558.594,-644.043
-1000.0,-1000.0,-1000.0,-1000.0
-965.82,-1000.0,-1000.0,-1000.0
